,Unnamed: 0,Author,Published,Comment,Likes,Dislikes,Article,Keyword,Year,Month,Day,Sentiment
31892,31892,'Carlos Andrade, 04 Jul 2013 16:45:52,vamos povo tirar calhorda pessoalmente posto encontra pois j condenado bora barbosa botar man cadeia,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31894,31894,'Caio Mello,2013-07-04T15:56:22,fab exercito marinha lixo acho tirar pol ticos poder acabar armadas sui n armadas algu m invade pa s,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31897,31897,'Joao Porto,2013-07-04T16:48:33,ficar indiguinado enquanto povao estar votando troca kilo feijao viva nordeste vota nestes caras deveriam estar presos,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31898,31898,'Cesar Rocha,2013-07-04T16:47:58,parar pa s mostrar politicos ladr es safados acham acima tudo todos precisam aprender palha est pedindo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31905,31905,'Marcos Feliciano,2013-07-04T16:49:00,acho tomar provid ncias infeliz fim ditadores,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31910,31910,'Marcelo Pgfarias,2013-07-04T16:52:55,povo frouxo cad movimento s sabem lutar r agora hora n querem ex rcito rua vai p briga franguinhos ora sai todos ir p ruas tambem,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31911,31911,'Leo Sousa,2013-07-04T16:52:19,povo precisa voltar s ruas exigir cassa desse bandido miser vel tumor maligno ser eliminado,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31913,31913,'Jose Sousa,2013-07-04T16:51:06,agem lei n pior lei n,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31914,31914,'Daniel R,2013-07-04T16:53:54,porrada nesse corrupto vai casa quebra tudo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31917,31917,'Higor Padilha,2013-07-04T16:53:22,moda protestos j acabou agora v ter recuperarem tempo perdido,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31919,31919,'Valdemar Dias,2013-07-04T16:54:59,esperar renan calheiros honestidade f cil taiti ganhar copa d mundo botar muitos outros dentro avi subir bem alto desligar motores n cair v pro inferno roubar cap ta kikikikikikikik,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31921,31921,'Haroldo Passos,2013-07-04T16:54:50,tal decreto mencionado criado maio assinado presidente privataria tucana membro associa brasileira ladr es sarney tamb m est l filiado psdemb fhc,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31925,31925,'Richard Valentin,2013-07-04T16:21:12,poca vergonha msm ver final copa confedera es notica correta afffffffffffffffffffffs globo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31927,31927,'Vera Silva, 04 Jul 2013 16:54:11,outro corrupto presidente c mara menos pouco vergonha meio cara pq vai pagar agora renan s tiro cara resolve,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31934,31934,'Michelsen Almeida,2013-07-04T16:58:16,s matando praga pra parar cumer diero povo viu,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31935,31935,'Jose Neto,2013-07-04T16:58:00,nessa brincadeira sempre lasca pobre assim vaiiiiiiiiiiiiiiiiiiii,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31941,31941,'Walter Filho,2013-07-04T17:00:19,povo protestando causa passagem bus caras passeando avi gra vamos botar fogo bras lia,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31951,31951,'William,2013-07-04T17:01:37,fogo palha brasil sentimento n pode parar povo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31956,31956,'Marcos Fontana,2013-07-04T17:04:49,tal dois canos enquanto s matando pior bandido est atr s grades muita gente fila,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31959,31959,'Assis Vieira, 04 Jul 2013 17:04:21,vai derrubar,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31966,31966,'Luis Dutra,2013-07-04T17:06:20,pra voltar ruas motivo sa imediata deste lixo renan calheiros zomba povo cara pau voc s perdem tempo felicianos esquerdistas enquanto pol ticos declaradamente corruptos est rindo cara voc s cara renan j,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31967,31967,'Homero Rocha,2013-07-04T16:57:58,novidade cara j ficha suja alagoanos colocaram novo senado ent cada povo governo merece afinal ser igual egito ladr es pra senado c mara ainda tempo cade lula chefe mensal bicho ta queto,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31968,31968,'Marcos Silva, 04 Jul 2013 17:04:02,lula subiu cargo agora s skype comandando casa kkkkkkk brasil lixo mundo rea pol tica,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31969,31969,'Ana Melo, 04 Jul 2013 17:07:12,concordo dois brasil vergonha,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31970,31970,'SÃƒÂ©rgio Freitas,2013-07-04T17:06:53,preciso quebrar resid ncia desse safado colocar medo nele pra ver roubar nao quebrar patrim nio alheio p blico propriedade sim,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31975,31975,'Claudio Santos,2013-07-04T17:07:44,protesto resolvessem alguma coisa rio janeiro cidade pac fica mundo toda hora crime b rbaro seguido passeata paz guerra continua,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31978,31978,'Martins Almeida,2013-07-04T17:07:41,pessoas desse tipo pensa dono brasil digo vez corrupto sempre corrupto deveria estar cadeia bandido colarinho branco n vai pra cadeia renan,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31987,31987,'Paulo Silva,2013-07-04T17:10:05,parabens estado alagoas conseguem oferecer color melo tb mt obrigado nordestinos idiotas,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31989,31989,'Oswaldo Rodrigues,2013-07-04T17:09:43,podre caro in til descart vel parte convic plena extin senado dentro legalidade in cio sucess mudan destinadas criar novo estado limpo transparente eficiente dotado daquelas virtudes t comuns povo s extin senado n levaria estado cidad bom come transpar ncia j agora pena m xima corruptos classificar corrup crime hediondo processo especial rito s mario,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31992,31992,'Joao Asa,2013-07-04T17:15:10,vai cra cadeia dilma dinheiro povao sendo usado jet absurdo governo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31993,31993,'Mariana Sucupira,2013-07-04T17:14:05,pena morte usar dinheiro publico indevidamente,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31994,31994,'Daniel R,2013-07-04T17:13:31,acha endere canalha quebra tudo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31997,31997,'JoÃƒÂ£o Marcos,2013-07-04T17:12:01,vamos quebrar senado inteiro sr renan prepare gigante acordou,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31998,31998,'Wisley Andrade,2013-07-04T17:16:43,caras n vergonha enquanto povo padece pagando passagens cara gra viva brasil viva safado lula porque fabricou dilma,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31999,31999,'Martins Almeida,2013-07-04T17:16:21,vamos fazer manifesta tirar corruptos poder bandidos colarinho branco,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32000,32000,'Luis Diniz,2013-07-04T17:16:08,enquanto senado c mara est entupidos comissionados gente n sabe cumprir constitui prestar concurso p blico vergonha nacional,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32001,32001,'Lucelia Silva,2013-07-04T17:15:40,fazer sujeito fizeram egito fab vai deixar assim bomba nele,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32002,32002,'Weber Werneck,2013-07-04T17:15:25,n crime responsabilidade,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32006,32006,'Luis Medeiros,2013-07-04T17:18:59,vergonha safado,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32011,32011,'Rubens Frederico,2013-07-04T16:37:35,tremendo cara pau todos pol ticos s assim ainda ironizam povo fazer passeatas tirar picaretas governo sim,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32015,32015,'Haroldo Passos, 04 Jul 2013 17:17:47,jose voc redundante escreveu drogas duas vezes seguidas,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
32017,32017,'Patricia Souza,2013-07-04T17:20:03,est esperando n tiram cara al manifesta cara desses falando crime hediondo corrup sendo cometeu ladr estar cadeia autoridade al brasil,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32022,32022,'Antonio Macedo, 04 Jul 2013 17:19:02,hahahahahahaha yves voce comediante nemuma coisa outra vai acontecer brasil pa s bun d es pol ticos enxergam faz tempo or fazem querem,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
32025,32025,'Shirlei Ferreira,2013-07-04T17:21:30,apesar povo brasileiro ter sa anestesia ainda assim pol tico mequetrefe cara pau abusado atitude arrogante querer encarar corja est esperando povo cansar ir ruas tudo fique sempre m hora continuamos atentos firmes passeatas exigir desses corruptos mudamos brasil ficar dito n dito,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32029,32029,'Patricia Souza,2013-07-04T17:21:09,manifesta tirar ladr presid ncia senado substitui voto aberto j chega aguentar falso sai l arrancado,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32030,32030,'Patricia Souza,2013-07-04T17:23:53,brasil todo fazendo manifesta algema m pra prender renan ladr n representa,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32031,32031,'Martins Almeida,2013-07-04T17:23:04,ent vamos todos juntos fortes renan corrupto ficha suja,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32033,32033,'Ana Maria,2013-07-04T17:22:38,caras n t m vergonha recentes in ditas manifesta es comportam donos pa s,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32040,32040,'Luiz .,2013-07-04T17:24:39,cara vergonha,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32053,32053,'Marco,2013-07-04T17:27:33,minist rio publico devia entrar parada acabar farra nao acabar povo vai pras ruas safados congresso petralhas,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32056,32056,'Patricia Souza,2013-07-04T17:29:16,ah sim jo muita pena roubar gente junto lula dilma n beneficiar nada inclusive pagar pens pra filho amante grana deve achar gato posar pra playboy s muitas outras improbidades acorda jo vai ver voc bode verdade chifre tudo gosta ser enganado vai correndo pra casa kkkkkkkkkkkkkkkkk,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32060,32060,'Adalberto Gomes,2013-07-04T17:22:29,povo colocou outra vez pol tica agora merece gastam dinheiro povo bate palma acorda povo ignorante vamos votar contra canalhas,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32065,32065,'Gilson Gil,2013-07-04T17:29:57,canalha pouco lixando manifesta popular pior v m sistematicamente livrando todas acusa es tal dedos pode brasil,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32068,32068,'Euripedes Barbara,2013-07-04T17:31:46,presente dado casamento aposto lata cerveja contra litro wisk comprado verba senado povo alguem abilita aposta,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32069,32069,'Luiz Oliveira,2013-07-04T17:31:34,calhorda povo brasilia motivo pra protestar ai vem todo manso diz vai reembolsar povo julgou mal palavras militares deviam depor monte mal representantes igual feito egito pisou bola,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32073,32073,'Valdemar Dias,2013-07-04T17:21:53,n povo botou l ent s querer botar outros pra vamos pras ruas fazer manifesta es gritando calheiros outros ladr es deste brasil vamos botar ladr es cadeia,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32078,32078,'Juliano Rosa,2013-07-04T17:33:35,pa s vergonha roubam n adianta falar n cara pau,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32084,32084,'Carlos Paredes, 04 Jul 2013 17:32:55,idiotas al m ladr es s covardes saem correndo fundos chegar casa velhos entram traz sabem ricard sai frente,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
32085,32085,'Rachel Belanske,2013-07-04T17:35:57,pessoal tal deixarmos partidarismo lado afinal todos s farinha saco partido partido indigna saco cheio quinhentos anos desmando,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32091,32091,'Josimar Soares,2013-07-04T17:36:52,vergonha,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32095,32095,'Carlos Paredes, 04 Jul 2013 17:38:04,s buscar generais egito n deixam compatriotas serem tratados palha,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
32098,32098,'Mais Brasileiro,2013-07-04T17:24:36,culpado n s elegemos trastes culpa tamb m porque assistimos calados distribui bolsa morto fome pessoas completamente alienadas m eleitores perpetuadores mis ria cultural neste circo n s palha,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32102,32102,'Natan Lima,2013-07-04T17:39:03,vez vcs ficarem votando neles votem min quero aviazin vote quero jatim quero ternin kkkkkkkkkkkkkkkkkk brasileiros uns bande otarios sim devem estar rindo desses palha ada cartaz sim,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32103,32103,'Rachel Belanske,2013-07-04T17:38:52,independente povo sabe votar n quest impunidade,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32105,32105,'JosÃƒÂ© Filho,2013-07-04T17:41:56,pior cara pau trambiqueiro al m elegeu eminencia parda povo alagoas sustentar tipo gente n gera nada til pa s,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32106,32106,'Maria Freitas,2013-07-04T17:41:10,renan kid vigarista acorda fil ho povo n dormindo n ladraozinho safado pena avi fab n ter dado pane igual deu haiti vc ter sumido mar sorte n ne,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32107,32107,'William Morais,2013-07-04T17:40:44,gente vamos rua porta casa vamos fazer barulho n pode viver pol tica,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
32108,32108,'Fernando Torres, 04 Jul 2013 17:43:34,vamos pressionar dinheiro,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
32118,32118,'Leonardo Cesar,2013-07-04T17:45:26,n pague n s vai pagar trouxa t cheio idiota acredita honestidade neste pa s deixa paguem enquanto otarios estao rua aviao ta passando bem la alto neguim s wisky rindo ral salve dilma,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
